SAMPID,region,sex
GTEX-1J8Q2-0011-R8b-SM-D4P2E,Hypothalamus,Male
GTEX-1J8Q2-3026-SM-CKZN8,Cortex,Male
GTEX-1JJ6O-0011-R11b-SM-EXUS2,Cerebellar Hemi.,Male
GTEX-1JJ6O-0011-R7b-SM-EXUTB,Putamen,Male
GTEX-1JJ6O-0011-R9a-SM-EYYXP,Spinal Cord,Male
GTEX-1JJ6O-3026-SM-C1YQH,Cerebellum,Male
GTEX-1JJ6O-3126-SM-CNNP8,Cortex,Male
GTEX-1JJE9-2926-SM-CY8HV,Cortex,Male
GTEX-1JJE9-3026-SM-CNNPA,Cerebellum,Male
GTEX-1JJEA-0011-R11a-SM-EXUTE,Cerebellar Hemi.,Male
GTEX-1JJEA-0011-R3b-SM-EXUTD,Ant. Cing. Ctx,Male
GTEX-1JJEA-0011-R4a-SM-EXUTC,Amygdala,Male
GTEX-1JJEA-0011-R6a-SM-EXUS1,Nucleus Accumbens,Male
GTEX-1JJEA-2826-SM-ARU8R,Cortex,Male
GTEX-1JJEA-2926-SM-C1YSK,Cerebellum,Male
GTEX-1JMLX-0011-R6b-SM-EXUT9,Nucleus Accumbens,Male
GTEX-1JMLX-0011-R9a-SM-EYYXM,Spinal Cord,Male
GTEX-1JMLX-2926-SM-CL54C,Cortex,Male
GTEX-1JMLX-3026-SM-EV79Q,Cerebellum,Male
GTEX-1JMOU-0011-R11b-SM-EXUTA,Cerebellar Hemi.,Female
GTEX-1JMOU-0011-R3a-SM-EYYXN,Ant. Cing. Ctx,Female
GTEX-1JMOU-2726-SM-CY8IO,Cortex,Female
GTEX-1JMOU-2826-SM-EV79R,Cerebellum,Female
GTEX-1JMPZ-0011-R3a-SM-EYYWX,Ant. Cing. Ctx,Male
GTEX-1JMPZ-0011-R5b-SM-EYYWY,Caudate,Male
GTEX-1JMPZ-2726-SM-ARZNF,Cortex,Male
GTEX-1JMPZ-2826-SM-C1YRA,Cerebellum,Male
GTEX-1JMQJ-0011-R11a-SM-EXOJY,Cerebellar Hemi.,Male
GTEX-1JMQJ-0011-R4b-SM-EXUT8,Amygdala,Male
GTEX-1JMQJ-0011-R5a-SM-EYYXO,Caudate,Male
GTEX-1JMQJ-3026-SM-D5OVS,Cortex,Male
GTEX-1JMQJ-3126-SM-EV79G,Cerebellum,Male
GTEX-1JMQK-0011-R2a-SM-EYYXQ,Substantia Nigra,Male
GTEX-1JMQK-0011-R7b-SM-EXUTF,Putamen,Male
GTEX-1JMQK-2926-SM-D4P2T,Cerebellum,Male
GTEX-1JMQK-3026-SM-ARL95,Cortex,Male
GTEX-1JMQL-2826-SM-ARU91,Cortex,Female
GTEX-1JMQL-2926-SM-CXZJI,Cerebellum,Female
GTEX-1JN1M-0011-R9a-SM-EZ6MR,Spinal Cord,Female
GTEX-1JN1M-3126-SM-AHZ4E,Cerebellum,Female
GTEX-1JN6P-0011-R4a-SM-EZ6MS,Amygdala,Male
GTEX-1KANB-0011-R9b-SM-EZ6MO,Spinal Cord,Male
GTEX-1KANB-3226-SM-D4P3G,Cerebellum,Male
GTEX-1KD4Q-0011-R11b-SM-EXOIE,Cerebellar Hemi.,Male
GTEX-1KD4Q-0011-R3b-SM-EXOID,Ant. Cing. Ctx,Male
GTEX-1KD4Q-2926-SM-D3L9N,Cortex,Male
GTEX-1KD4Q-3026-SM-EV7A7,Cerebellum,Male
GTEX-1KWVE-2226-SM-CXZKN,Cerebellum,Male
GTEX-1KWVE-2326-SM-D4P3N,Cortex,Male
GTEX-1LB8K-0011-R1b-SM-EZ6MV,Hippocampus,Male
GTEX-1LB8K-0011-R2a-SM-EZ6MQ,Substantia Nigra,Male
GTEX-1LB8K-0011-R6a-SM-EXURT,Nucleus Accumbens,Male
GTEX-1LB8K-0011-R9a-SM-EZ6MP,Spinal Cord,Male
GTEX-1LB8K-3126-SM-E9U57,Cortex,Male
GTEX-1LC47-0011-R10b-SM-EYYWE,Frontal Cortex,Male
GTEX-1LC47-0011-R6b-SM-EZ6MI,Nucleus Accumbens,Male
GTEX-1LC47-2926-SM-CXZKC,Cortex,Male
GTEX-1LG7Y-0011-R11a-SM-EXOIH,Cerebellar Hemi.,Male
GTEX-1LG7Y-0011-R1a-SM-EYYWV,Hippocampus,Male
GTEX-1LG7Y-0011-R5a-SM-EZ6MU,Caudate,Male
GTEX-1LG7Y-3026-SM-D5OVI,Cortex,Male
GTEX-1LG7Y-3126-SM-EV7AS,Cerebellum,Male
GTEX-1LH75-0011-R2b-SM-EYYWQ,Substantia Nigra,Female
GTEX-1LH75-0011-R6a-SM-EXURS,Nucleus Accumbens,Female
GTEX-1LH75-0011-R7a-SM-EXOIF,Putamen,Female
GTEX-1LKK1-0011-R11a-SM-EXOIG,Cerebellar Hemi.,Female
GTEX-1LKK1-3126-SM-EWRNY,Cortex,Female
GTEX-1LSNL-0011-R2a-SM-EZ6MK,Substantia Nigra,Male
GTEX-1LSNL-0011-R7a-SM-EYYWI,Putamen,Male
GTEX-1LSNL-0011-R9b-SM-EYYWK,Spinal Cord,Male
GTEX-1LSVX-0011-R11b-SM-EXOIA,Cerebellar Hemi.,Male
GTEX-1LSVX-0011-R4b-SM-EXURP,Amygdala,Male
GTEX-1LSVX-2826-SM-EVR58,Cerebellum,Male
GTEX-1LVA9-0011-R2a-SM-EZ6MJ,Substantia Nigra,Male
GTEX-1LVA9-0011-R6a-SM-EYYWH,Nucleus Accumbens,Male
GTEX-1LVA9-0011-R7a-SM-EYYWG,Putamen,Male
GTEX-1LVA9-0011-R9a-SM-EYYWF,Spinal Cord,Male
GTEX-1LVA9-3026-SM-E9U5M,Cortex,Male
GTEX-1LVAO-0011-R11b-SM-EXOI8,Cerebellar Hemi.,Male
GTEX-1LVAO-0011-R2a-SM-EYYX1,Substantia Nigra,Male
GTEX-1LVAO-0011-R3a-SM-EXOI7,Ant. Cing. Ctx,Male
GTEX-1LVAO-0011-R4a-SM-EXURO,Amygdala,Male
GTEX-1LVAO-0011-R6b-SM-EZ6MX,Nucleus Accumbens,Male
GTEX-1LVAO-0011-R7a-SM-EYYWZ,Putamen,Male
GTEX-1LVAO-0011-R9a-SM-EZ6MY,Spinal Cord,Male
GTEX-1M4P7-0011-R11b-SM-EXOIK,Cerebellar Hemi.,Male
GTEX-1M4P7-0011-R3a-SM-EYYX2,Ant. Cing. Ctx,Male
GTEX-1M4P7-2726-SM-E9TJQ,Cortex,Male
GTEX-1MA7X-0011-R2b-SM-EZ6MT,Substantia Nigra,Male
GTEX-1MA7X-0011-R6a-SM-EYYWR,Nucleus Accumbens,Male
GTEX-1MA7X-0011-R7b-SM-EYYWS,Putamen,Male
GTEX-1MCQQ-0011-R3a-SM-EXURW,Ant. Cing. Ctx,Male
GTEX-1MCQQ-2526-SM-E9TJZ,Cortex,Male
GTEX-1MJK2-0011-R2b-SM-EXUS5,Substantia Nigra,Male
GTEX-1MJK2-0011-R6a-SM-EXUS3,Nucleus Accumbens,Male
GTEX-1MJK2-0011-R7a-SM-EXUS4,Putamen,Male
GTEX-1MJK2-0011-R9b-SM-EZ6MZ,Spinal Cord,Male
GTEX-1MJK2-3026-SM-EV7A5,Cerebellum,Male
GTEX-1N2DW-0011-R11b-SM-EXOIL,Cerebellar Hemi.,Male
GTEX-1N2DW-0011-R4b-SM-EZ6MD,Amygdala,Male
GTEX-1N2DW-0011-R5a-SM-EYYX3,Caudate,Male
GTEX-1N2DW-0011-R6a-SM-EZ6MW,Nucleus Accumbens,Male
GTEX-1N2DW-2826-SM-E9TK5,Cortex,Male
GTEX-1N2EE-0011-R11b-SM-EXOIJ,Cerebellar Hemi.,Male
GTEX-1N2EE-0011-R3b-SM-EXURY,Ant. Cing. Ctx,Male
GTEX-1N2EE-0011-R4a-SM-EXOII,Amygdala,Male
GTEX-1N5O9-2926-SM-EXUSN,Cortex,Male
GTEX-1NV5F-3226-SM-EXUSL,Cortex,Female
GTEX-1NV8Z-3026-SM-DTX8Z,Cerebellum,Male
GTEX-1NV8Z-3126-SM-E76R3,Cortex,Male
GTEX-1O9I2-3026-SM-E76PX,Cortex,Male
GTEX-1OJC4-0011-R6a-SM-EXOIM,Nucleus Accumbens,Female
GTEX-1OJC4-0011-R7a-SM-EYYX4,Putamen,Female
GTEX-1OJC4-0011-R9a-SM-EZ6N1,Spinal Cord,Female
GTEX-1OJC4-2826-SM-E6CQX,Cortex,Female
GTEX-1P4AB-3026-SM-EXOJS,Cerebellum,Male
GTEX-1PIIG-2726-SM-E76PQ,Cortex,Male
GTEX-1PIIG-2826-SM-DTX7O,Cerebellum,Male
GTEX-1POEN-2726-SM-E9U6B,Cerebellum,Female
GTEX-1PPGY-3126-SM-EXUSR,Cortex,Male
GTEX-1PWST-3026-SM-EAZ3H,Cerebellum,Male
GTEX-1PWST-3126-SM-EXUSE,Cortex,Male
GTEX-1QEPI-3026-SM-EXOIW,Cerebellum,Female
GTEX-1QMI2-3126-SM-EXUT5,Cortex,Male
GTEX-1QP6S-2926-SM-DTXF8,Cortex,Male
GTEX-1QP6S-3026-SM-EAZ4N,Cerebellum,Male
GTEX-1R46S-0011-R6a-SM-EZ6N6,Nucleus Accumbens,Female
GTEX-1R46S-0011-R7b-SM-EXUTH,Putamen,Female
GTEX-1R46S-0011-R9a-SM-EZ6N7,Spinal Cord,Female
GTEX-1R46S-3026-SM-DTXFP,Cortex,Female
GTEX-1R46S-3126-SM-DPRZ9,Cerebellum,Female
GTEX-1R9K4-0011-R11a-SM-EZ6N9,Cerebellar Hemi.,Male
GTEX-1R9K4-0011-R5b-SM-EZ6N8,Caudate,Male
GTEX-1R9K4-3126-SM-DTX9Y,Cortex,Male
GTEX-1R9PO-0011-R11b-SM-EZ6NB,Cerebellar Hemi.,Female
GTEX-1R9PO-0011-R5a-SM-EZ6NA,Caudate,Female
GTEX-1R9PO-2826-SM-E6CPV,Cerebellum,Female
GTEX-1R9PO-2926-SM-EVYBR,Cortex,Female
GTEX-1RDX4-3226-SM-DPS14,Cerebellum,Female
GTEX-1RLM8-0011-R2a-SM-EZ6N4,Substantia Nigra,Male
GTEX-1RLM8-0011-R6a-SM-EYYXS,Nucleus Accumbens,Male
GTEX-1RLM8-0011-R8a-SM-EYYXR,Hypothalamus,Male
GTEX-1RNSC-0011-R11b-SM-EXUTG,Cerebellar Hemi.,Male
GTEX-1RNSC-0011-R5a-SM-EZ6N5,Caudate,Male
GTEX-1RNSC-3126-SM-EVR4V,Cerebellum,Male
GTEX-1RQEC-0011-R9a-SM-EZ6N3,Spinal Cord,Male
GTEX-1RQEC-2926-SM-EVR5A,Cortex,Male
GTEX-1RQEC-3026-SM-DPRXM,Cerebellum,Male
GTEX-N7MS-0011-R10A-SM-2HMJK,Frontal Cortex,Male
GTEX-N7MS-0011-R10A-SM-2IZJW,Frontal Cortex,Male
GTEX-N7MS-0011-R11A-SM-2HMJS,Cerebellar Hemi.,Male
GTEX-N7MS-0011-R11A-SM-2IZJZ,Cerebellar Hemi.,Male
GTEX-N7MS-0011-R1a-SM-2AXVJ,Hippocampus,Male
GTEX-N7MS-0011-R1a-SM-2HMJG,Hippocampus,Male
GTEX-N7MS-0011-R2a-SM-2HML6,Substantia Nigra,Male
GTEX-N7MS-0011-R2a-SM-2IZK7,Substantia Nigra,Male
GTEX-N7MS-0011-R3a-SM-2AXVU,Ant. Cing. Ctx,Male
GTEX-N7MS-0011-R3a-SM-2HMKD,Ant. Cing. Ctx,Male
GTEX-N7MS-0011-R3a-SM-33HC6,Ant. Cing. Ctx,Male
GTEX-N7MS-0011-R3a-SM-5SI8H,Ant. Cing. Ctx,Male
GTEX-N7MS-0011-R4a-SM-2AXW2,Amygdala,Male
GTEX-N7MS-0011-R4a-SM-2HMKW,Amygdala,Male
GTEX-N7MS-0011-R5a-SM-2AXW7,Caudate,Male
GTEX-N7MS-0011-R5a-SM-2HMK8,Caudate,Male
GTEX-N7MS-0011-R6a-SM-2AXWD,Nucleus Accumbens,Male
GTEX-N7MS-0011-R6a-SM-2HMJ4,Nucleus Accumbens,Male
GTEX-N7MS-0011-R7a-SM-2AXV5,Putamen,Male
GTEX-N7MS-0011-R7a-SM-2HMKN,Putamen,Male
GTEX-N7MS-0011-R8a-SM-2AXVD,Hypothalamus,Male
GTEX-N7MS-0011-R8a-SM-2YUMK,Hypothalamus,Male
GTEX-N7MS-2425-SM-26GMD,Cortex,Male
GTEX-N7MS-2425-SM-26GMU,Cortex,Male
GTEX-N7MS-2425-SM-2D43D,Cortex,Male
GTEX-N7MS-2526-SM-26GMA,Cerebellum,Male
GTEX-N7MS-2526-SM-26GMR,Cerebellum,Male
GTEX-N7MS-2526-SM-2D43A,Cerebellum,Male
GTEX-N7MS-2526-SM-2D7W3,Cerebellum,Male
GTEX-N7MT-0011-R10A-SM-2I3E1,Frontal Cortex,Female
GTEX-N7MT-0011-R10A-SM-2IZHQ,Frontal Cortex,Female
GTEX-N7MT-0011-R10a-SM-AHZ7Z,Frontal Cortex,Female
GTEX-N7MT-0011-R11A-SM-2I3DZ,Cerebellar Hemi.,Female
GTEX-N7MT-0011-R11A-SM-2IZHP,Cerebellar Hemi.,Female
GTEX-N7MT-0011-R1a-SM-2AXWA,Hippocampus,Female
GTEX-N7MT-0011-R1a-SM-2TC6G,Hippocampus,Female
GTEX-N7MT-0011-R1a-SM-5SI7S,Hippocampus,Female
GTEX-N7MT-0011-R1a-SM-CNPO1,Hippocampus,Female
GTEX-N7MT-0011-R2a-SM-2AXW5,Substantia Nigra,Female
GTEX-N7MT-0011-R2a-SM-2I3GI,Substantia Nigra,Female
GTEX-N7MT-0011-R3a-SM-2AXVY,Ant. Cing. Ctx,Female
GTEX-N7MT-0011-R3a-SM-2I3GC,Ant. Cing. Ctx,Female
GTEX-N7MT-0011-R4a-SM-2AXVR,Amygdala,Female
GTEX-N7MT-0011-R4a-SM-2I3G9,Amygdala,Female
GTEX-N7MT-0011-R5a-SM-2AXVM,Caudate,Female
GTEX-N7MT-0011-R5a-SM-2I3G6,Caudate,Female
GTEX-N7MT-0011-R6a-SM-2I3G3,Nucleus Accumbens,Female
GTEX-N7MT-0011-R6a-SM-2IZIT,Nucleus Accumbens,Female
GTEX-N7MT-0011-R7a-SM-2AXV9,Putamen,Female
GTEX-N7MT-0011-R7a-SM-2I3FZ,Putamen,Female
GTEX-N7MT-0011-R8a-SM-2AXV2,Hypothalamus,Female
GTEX-N7MT-0011-R8a-SM-2I5GU,Hypothalamus,Female
GTEX-N7MT-1126-SM-2QU53,Cortex,Female
GTEX-N7MT-1126-SM-2YUNQ,Cortex,Female
GTEX-N7MT-1126-SM-5SI7V,Cortex,Female
GTEX-N7MT-1126-SM-CYPQY,Cortex,Female
GTEX-N7MT-1226-SM-26GMC,Cerebellum,Female
GTEX-N7MT-1226-SM-26GMT,Cerebellum,Female
GTEX-N7MT-1226-SM-2D7W4,Cerebellum,Female
GTEX-N7MT-1226-SM-2TC6K,Cerebellum,Female
GTEX-N7MT-1226-SM-DKPOK,Cerebellum,Female
GTEX-NL3H-0011-R10A-SM-2I3E9,Frontal Cortex,Male
GTEX-NL3H-0011-R10A-SM-2IZHY,Frontal Cortex,Male
GTEX-NL3H-0011-R10A-SM-CYKWA,Frontal Cortex,Male
GTEX-NL3H-0011-R11A-SM-2I3E6,Cerebellar Hemi.,Male
GTEX-NL3H-0011-R11A-SM-2IZHV,Cerebellar Hemi.,Male
GTEX-NL3H-0011-R1a-SM-2AXV7,Hippocampus,Male
GTEX-NL3H-0011-R1a-SM-48TDJ,Hippocampus,Male
GTEX-NL3H-0011-R2a-SM-2AXWF,Substantia Nigra,Male
GTEX-NL3H-0011-R2a-SM-2I3GG,Substantia Nigra,Male
GTEX-NL3H-0011-R3a-SM-2AXW9,Ant. Cing. Ctx,Male
GTEX-NL3H-0011-R3a-SM-2I3GL,Ant. Cing. Ctx,Male
GTEX-NL3H-0011-R4a-SM-2AXW4,Amygdala,Male
GTEX-NL3H-0011-R4a-SM-2I3GK,Amygdala,Male
GTEX-NL3H-0011-R5a-SM-2AXVW,Caudate,Male
GTEX-NL3H-0011-R5a-SM-2I3GB,Caudate,Male
GTEX-NL3H-0011-R6a-SM-2AXVQ,Nucleus Accumbens,Male
GTEX-NL3H-0011-R6a-SM-2I3G8,Nucleus Accumbens,Male
GTEX-NL3H-0011-R7a-SM-2AXVL,Putamen,Male
GTEX-NL3H-0011-R7a-SM-2I3G5,Putamen,Male
GTEX-NL3H-0011-R8a-SM-2QU3M,Hypothalamus,Male
GTEX-NL3H-0011-R8a-SM-2YUNH,Hypothalamus,Male
GTEX-NL3H-0011-R8a-SM-5S2VF,Hypothalamus,Male
GTEX-NL3H-0011-R8a-SM-DIPDY,Hypothalamus,Male
GTEX-NL4W-0011-R10A-SM-2I3DY,Frontal Cortex,Male
GTEX-NL4W-0011-R10A-SM-2IZHO,Frontal Cortex,Male
GTEX-NL4W-0011-R10a-SM-AHZ7W,Frontal Cortex,Male
GTEX-NL4W-0011-R11A-SM-2I3DW,Cerebellar Hemi.,Male
GTEX-NL4W-0011-R11A-SM-2IZHM,Cerebellar Hemi.,Male
GTEX-NL4W-0011-R1a-SM-2AXVC,Hippocampus,Male
GTEX-NL4W-0011-R2a-SM-2AXV4,Substantia Nigra,Male
GTEX-NL4W-0011-R2a-SM-2I5GV,Substantia Nigra,Male
GTEX-NL4W-0011-R3a-SM-2AXWB,Ant. Cing. Ctx,Male
GTEX-NL4W-0011-R4a-SM-2AXW6,Amygdala,Male
GTEX-NL4W-0011-R4a-SM-2I5GZ,Amygdala,Male
GTEX-NL4W-0011-R5a-SM-2AXVZ,Caudate,Male
GTEX-NL4W-0011-R5a-SM-2I3GD,Caudate,Male
GTEX-NL4W-0011-R6a-SM-2AXVS,Nucleus Accumbens,Male
GTEX-NL4W-0011-R6a-SM-2I3GA,Nucleus Accumbens,Male
GTEX-NL4W-0011-R8a-SM-2AXVI,Hypothalamus,Male
GTEX-NL4W-0011-R8a-SM-2I3G4,Hypothalamus,Male
GTEX-NL4W-0011-R9a-SM-2AXVA,Spinal Cord,Male
GTEX-NL4W-0011-R9a-SM-2I3G1,Spinal Cord,Male
GTEX-NPJ7-0011-R10A-SM-2I3E5,Frontal Cortex,Female
GTEX-NPJ7-0011-R10A-SM-2IZHU,Frontal Cortex,Female
GTEX-NPJ7-0011-R10a-SM-AHZ7T,Frontal Cortex,Female
GTEX-NPJ7-0011-R11A-SM-2I3E8,Cerebellar Hemi.,Female
GTEX-NPJ7-0011-R11A-SM-2IZHX,Cerebellar Hemi.,Female
GTEX-NPJ7-0011-R1a-SM-3GACT,Hippocampus,Female
GTEX-NPJ7-0011-R2a-SM-2AXWC,Substantia Nigra,Female
GTEX-NPJ7-0011-R2a-SM-2I3GF,Substantia Nigra,Female
GTEX-NPJ7-0011-R4a-SM-2AXW1,Amygdala,Female
GTEX-NPJ7-0011-R4a-SM-2I3GJ,Amygdala,Female
GTEX-NPJ7-0011-R5a-SM-2AXVT,Caudate,Female
GTEX-NPJ7-0011-R5a-SM-2I5GY,Caudate,Female
GTEX-NPJ7-0011-R5a-SM-33HBK,Caudate,Female
GTEX-NPJ7-0011-R6a-SM-2AXVN,Nucleus Accumbens,Female
GTEX-NPJ7-0011-R6a-SM-2I3G7,Nucleus Accumbens,Female
GTEX-NPJ7-0011-R7a-SM-EV79B,Putamen,Female
GTEX-NPJ7-0011-R8a-SM-2AXVB,Hypothalamus,Female
GTEX-NPJ7-0011-R8a-SM-2I3G2,Hypothalamus,Female
GTEX-NPJ7-0011-R9a-SM-2AXV3,Spinal Cord,Female
GTEX-NPJ7-0011-R9a-SM-2TC5R,Spinal Cord,Female
GTEX-NPJ7-2726-SM-2AXTV,Cortex,Female
GTEX-NPJ7-2726-SM-2I3FT,Cortex,Female
GTEX-NPJ7-2826-SM-2AXTW,Cerebellum,Female
GTEX-NPJ7-2826-SM-2I3FU,Cerebellum,Female
GTEX-NPJ8-0011-R10A-SM-2QU5B,Frontal Cortex,Male
GTEX-NPJ8-0011-R10A-SM-2YUMO,Frontal Cortex,Male
GTEX-NPJ8-0011-R10A-SM-DIQCU-PFC2_A1,Frontal Cortex,Male
GTEX-NPJ8-0011-R10A-SM-DIQCU-PFC2_A2,Frontal Cortex,Male
GTEX-NPJ8-0011-R10A-SM-DIQCU-PFC2_A3,Frontal Cortex,Male
GTEX-NPJ8-0011-R11A-SM-2QU5D,Cerebellar Hemi.,Male
GTEX-NPJ8-0011-R11A-SM-2YUMS,Cerebellar Hemi.,Male
GTEX-NPJ8-0011-R1a-SM-2AXVF,Hippocampus,Male
GTEX-NPJ8-0011-R1a-SM-2HMLC,Hippocampus,Male
GTEX-NPJ8-0011-R1a-SM-33HCB,Hippocampus,Male
GTEX-NPJ8-0011-R1a-SM-5SI8B,Hippocampus,Male
GTEX-NPJ8-0011-R2a-SM-2AXV6,Substantia Nigra,Male
GTEX-NPJ8-0011-R2a-SM-2TC6M,Substantia Nigra,Male
GTEX-NPJ8-0011-R3a-SM-2AXWE,Ant. Cing. Ctx,Male
GTEX-NPJ8-0011-R3a-SM-2HMIW,Ant. Cing. Ctx,Male
GTEX-NPJ8-0011-R4a-SM-2AXW8,Amygdala,Male
GTEX-NPJ8-0011-R4a-SM-2HML3,Amygdala,Male
GTEX-NPJ8-0011-R5a-SM-2AXW3,Caudate,Male
GTEX-NPJ8-0011-R5a-SM-2HMJY,Caudate,Male
GTEX-NPJ8-0011-R6a-SM-2AXVV,Nucleus Accumbens,Male
GTEX-NPJ8-0011-R6a-SM-2HMKB,Nucleus Accumbens,Male
GTEX-NPJ8-0011-R7a-SM-2AXVP,Putamen,Male
GTEX-NPJ8-0011-R7a-SM-2HMJV,Putamen,Male
GTEX-NPJ8-0011-R8a-SM-2AXVK,Hypothalamus,Male
GTEX-NPJ8-0011-R8a-SM-2HMLG,Hypothalamus,Male
GTEX-NPJ8-0011-R9a-SM-2QU2O,Spinal Cord,Male
GTEX-NPJ8-0011-R9a-SM-2YUN5,Spinal Cord,Male
GTEX-NPJ8-1526-SM-26GMH,Cortex,Male
GTEX-NPJ8-1526-SM-26GMY,Cortex,Male
GTEX-NPJ8-1526-SM-2D43H,Cortex,Male
GTEX-NPJ8-1526-SM-2D7VU,Cortex,Male
GTEX-NPJ8-2626-SM-26GMI,Cerebellum,Male
GTEX-NPJ8-2626-SM-26GMZ,Cerebellum,Male
GTEX-NPJ8-2626-SM-2D43I,Cerebellum,Male
GTEX-NPJ8-2626-SM-2D7W2,Cerebellum,Male
GTEX-OHPN-0011-R10A-SM-2I5FL,Frontal Cortex,Female
GTEX-OHPN-0011-R10A-SM-2IZJA,Frontal Cortex,Female
GTEX-OHPN-0011-R10A-SM-33HBU,Frontal Cortex,Female
GTEX-OHPN-0011-R10A-SM-5S2U3,Frontal Cortex,Female
GTEX-OHPN-0011-R11A-SM-2I5FM,Cerebellar Hemi.,Female
GTEX-OHPN-0011-R11A-SM-2IZJB,Cerebellar Hemi.,Female
GTEX-OHPN-0011-R1A-SM-2I5GB,Hippocampus,Female
GTEX-OHPN-0011-R1A-SM-2M49D,Hippocampus,Female
GTEX-OHPN-0011-R2A-SM-2I5FB,Substantia Nigra,Female
GTEX-OHPN-0011-R2A-SM-2IZJ3,Substantia Nigra,Female
GTEX-OHPN-0011-R3A-SM-2I5FC,Ant. Cing. Ctx,Female
GTEX-OHPN-0011-R3A-SM-2IZJ4,Ant. Cing. Ctx,Female
GTEX-OHPN-0011-R4A-SM-2I5FD,Amygdala,Female
GTEX-OHPN-0011-R4A-SM-2IZJ5,Amygdala,Female
GTEX-OHPN-0011-R5A-SM-2I5FF,Caudate,Female
GTEX-OHPN-0011-R5A-SM-2IZJ6,Caudate,Female
GTEX-OHPN-0011-R6A-SM-2I5FH,Nucleus Accumbens,Female
GTEX-OHPN-0011-R6A-SM-2IZJ7,Nucleus Accumbens,Female
GTEX-OHPN-0011-R7A-SM-2I5FI,Putamen,Female
GTEX-OHPN-0011-R7A-SM-2IZJ8,Putamen,Female
GTEX-OHPN-0011-R8A-SM-2I5FJ,Hypothalamus,Female
GTEX-OHPN-0011-R8A-SM-2IZJ9,Hypothalamus,Female
GTEX-OHPN-0011-R8A-SM-33HBT,Hypothalamus,Female
GTEX-OHPN-0011-R9A-SM-2IZJL,Spinal Cord,Female
GTEX-OHPN-0011-R9A-SM-2YUMN,Spinal Cord,Female
GTEX-OHPN-0011-R9A-SM-4DXUH,Spinal Cord,Female
GTEX-OHPN-0011-R9A-SM-5TDEJ,Spinal Cord,Female
GTEX-OHPN-2526-SM-2I5H3,Cortex,Female
GTEX-OHPN-2526-SM-2IZJH,Cortex,Female
GTEX-OHPN-2626-SM-2I5H1,Cerebellum,Female
GTEX-OHPN-2626-SM-2IZJG,Cerebellum,Female
GTEX-OXRN-0011-R10A-SM-2I5GC,Frontal Cortex,Male
GTEX-OXRN-0011-R10A-SM-2M49E,Frontal Cortex,Male
GTEX-OXRN-0011-R10a-SM-AHZM9,Frontal Cortex,Male
GTEX-OXRN-0011-R5A-SM-2D45L,Caudate,Male
GTEX-OXRN-0011-R5A-SM-2I5EF,Caudate,Male
GTEX-OXRN-0011-R8A-SM-2D45Q,Hypothalamus,Male
GTEX-OXRN-0011-R8A-SM-E9TI1,Hypothalamus,Male
GTEX-OXRN-2426-SM-2I5EQ,Cortex,Male
GTEX-OXRN-2426-SM-2M48I,Cortex,Male
GTEX-OXRO-0011-R10A-SM-2D45I,Frontal Cortex,Female
GTEX-OXRO-0011-R10A-SM-2I5EH,Frontal Cortex,Female
GTEX-OXRO-0011-R10a-SM-AHZ7U,Frontal Cortex,Female
GTEX-OXRO-0011-R2A-SM-3NB1W,Substantia Nigra,Female
GTEX-OXRO-0011-R5A-SM-2D45J,Caudate,Female
GTEX-OXRO-0011-R5A-SM-2I5EG,Caudate,Female
GTEX-OXRO-0011-R9A-SM-3NB1X,Spinal Cord,Female
GTEX-OXRO-0011-R9A-SM-5S2RR,Spinal Cord,Female
GTEX-OXRO-0011-R9A-SM-5S2W3,Spinal Cord,Female
GTEX-P44G-0011-R10A-SM-2I3FF,Frontal Cortex,Male
GTEX-P44G-0011-R11A-SM-2D45R,Cerebellar Hemi.,Male
GTEX-P44G-0011-R11A-SM-2I3FD,Cerebellar Hemi.,Male
GTEX-P44G-0011-R1A-SM-2D45S,Hippocampus,Male
GTEX-P44G-0011-R1A-SM-2I3FE,Hippocampus,Male
GTEX-P44G-0011-R2A-SM-2XCD2,Substantia Nigra,Male
GTEX-P44G-0011-R2A-SM-2XV51,Substantia Nigra,Male
GTEX-P44G-0011-R3A-SM-2I3FC,Ant. Cing. Ctx,Male
GTEX-P44G-0011-R4A-SM-2D45O,Amygdala,Male
GTEX-P44G-0011-R4A-SM-2I3FB,Amygdala,Male
GTEX-P44G-0011-R5A-SM-2D45M,Caudate,Male
GTEX-P44G-0011-R5A-SM-2I3FA,Caudate,Male
GTEX-P44G-0011-R6A-SM-2XCD3,Nucleus Accumbens,Male
GTEX-P44G-0011-R6A-SM-2XV5M,Nucleus Accumbens,Male
GTEX-P44G-0011-R7A-SM-2D45K,Putamen,Male
GTEX-P44G-0011-R7A-SM-2I3F9,Putamen,Male
GTEX-P44G-2426-SM-2D44E,Cortex,Male
GTEX-P44G-2426-SM-2I5ER,Cortex,Male
GTEX-P44G-2526-SM-2D44S,Cerebellum,Male
GTEX-P44G-2526-SM-2I5EK,Cerebellum,Male
GTEX-P44H-0011-R10A-SM-2XCEK,Frontal Cortex,Male
GTEX-P44H-0011-R10A-SM-2XV6E,Frontal Cortex,Male
GTEX-P44H-0011-R10A-SM-CYKW8,Frontal Cortex,Male
GTEX-P44H-0011-R10a-SM-AHZM7,Frontal Cortex,Male
